32.000000,74.000000,12.000000,158.000000,200.000000,138.000000
6.000000,79.000000,14.000000,132.000000,205.000000,140.000000
13.000000,81.000000,14.000000,139.000000,207.000000,140.000000
43.000000,28.000000,19.000000,169.000000,154.000000,145.000000
40.000000,49.000000,25.000000,166.000000,175.000000,151.000000
40.000000,48.000000,26.000000,166.000000,174.000000,152.000000
29.000000,41.000000,35.000000,155.000000,167.000000,161.000000
27.000000,76.000000,36.000000,153.000000,202.000000,162.000000
30.000000,40.000000,40.000000,156.000000,166.000000,166.000000
29.000000,68.000000,40.000000,155.000000,194.000000,166.000000
28.000000,69.000000,40.000000,154.000000,195.000000,166.000000
37.000000,67.000000,46.000000,163.000000,193.000000,172.000000
35.000000,57.000000,24.000000,161.000000,183.000000,150.000000
28.000000,77.000000,35.000000,154.000000,203.000000,161.000000
28.000000,75.000000,36.000000,154.000000,201.000000,162.000000
31.000000,78.000000,41.000000,157.000000,204.000000,167.000000
16.000000,61.000000,24.000000,142.000000,187.000000,150.000000
72.000000,196.000000,4.000000,174.000000,200.000000,134.000000
