108.000000,93.000000,150.000000,108.000000,5.000000,87.000000
85.000000,116.000000,150.000000,85.000000,5.000000,64.000000
107.000000,93.000000,151.000000,107.000000,6.000000,87.000000
103.000000,96.000000,151.000000,103.000000,6.000000,84.000000
86.000000,73.000000,152.000000,86.000000,7.000000,107.000000
96.000000,80.000000,152.000000,96.000000,7.000000,100.000000
100.000000,94.000000,152.000000,100.000000,7.000000,86.000000
101.000000,95.000000,152.000000,101.000000,7.000000,85.000000
83.000000,119.000000,154.000000,83.000000,9.000000,61.000000
94.000000,89.000000,156.000000,94.000000,11.000000,91.000000
83.000000,97.000000,156.000000,83.000000,11.000000,83.000000
82.000000,109.000000,156.000000,82.000000,11.000000,71.000000
71.000000,142.000000,164.000000,71.000000,19.000000,38.000000
85.000000,144.000000,166.000000,85.000000,21.000000,36.000000
90.000000,144.000000,166.000000,90.000000,21.000000,36.000000
70.000000,131.000000,167.000000,70.000000,22.000000,49.000000
94.000000,141.000000,167.000000,94.000000,22.000000,39.000000
102.000000,141.000000,169.000000,102.000000,24.000000,39.000000
22.000000,144.000000,171.000000,22.000000,26.000000,36.000000
26.000000,144.000000,171.000000,26.000000,26.000000,36.000000
75.000000,143.000000,174.000000,75.000000,29.000000,37.000000
91.000000,88.000000,155.000000,91.000000,10.000000,92.000000
93.000000,93.000000,156.000000,93.000000,11.000000,87.000000
91.000000,145.000000,166.000000,91.000000,21.000000,35.000000
